"Mes","comentario","text_tokens"
202006,"jorge alberto valladares resinos el cable solo melo andejado con cuatro canales y quisiera si mepudieran ayudar gracias"," "
202006,"hola jorge con el objetivo de ayudarte escríbenos por medio de inbox quedamos a tus órdenes saludos"," "
202006,"él servicio dé cable no me está trabajando desde la semana pasada me quedo solo con cuatro canales"," "
202006,"hola jorge las disculpas por lo que mencionas revisaremos qué está sucediendo con tus servicios por la seguridad de tu información podrías brindarnos tus datos vía inbox por favor"," "
202006,"hola por inbox te estamos brindando seguimiento saludos"," "
202006,"unos 2 meses sería lo más indicado"," "
202006,"y las facturas del mes"," "
202006,"irichi valenguer buenas tardes con gusto le ayudo soy asesora de claro le enviare un mensaje"," "
202006,"alexa ortiz de coreas muchas gracias ya realicé el pago"," "
202006,"ok con gusto estoy a su servicio cuando necesite algo bendiciones feliz tarde"," "
202006,"alexa ortiz de coreas muy linda gracias"," "
202006,"buenas noches sandra con gusto te ayudamos con tu consulta envíanos un inbox para poder brindar respuesta a tu duda saludos"," "
202006,"ni teniendo las salas abiertas ayudan mucho jajaja al menos su personal con pésimo servicio de atención al cliente no se arriesga con la situación climática actual"," "
202006,"buen día maggie nos interesa conocer más sobre lo que nos comentas te invitamos a que nos escribas vía inbox por favor para que podamos ayudarte si lo necesitas estaremos a la orden saludos"," "
202006,"carlos ramos quizá no se pueda"," "
202006,"mary figueroa a la madre amor"," "
202006,"buen día están interesados en contratar servicios"," "
202006,"hola ingrid será un placer compartirte la información envíanos un inbox junto con un contacto telefónico por favor estaremos atentos feliz día"," "
202006,"esto para terminar de joder el ineficiente servicio que tienen tengo casi un mes esperando una llamada para renovar y cada vez que llamo es para escuchar su caballito de guerra escalar el caso con todo lo que han escalado ya deberían estar en la cima del monte everest totalmente decepcionado de ustedes"," "
202006,"hola permítenos verificar tu caso envíanos tu número a través de inbox por favor quedamos a la espera saludos"," "
202006,"yo escribí a claro por gusto le dicen a uno envié reporte y no le contestan ah pero los recibos las llamadas siempre cobrando con mora q falta de consiencia viendo todo lo q estamos pasando y a ellos solo les interesa q uno les pague los meses eso es demasiado injusto"," "
202006,"hola envíanos tu número de servicio por privado y lo verificamos con gusto saludos"," "
202006,"hola ángel no te preocupes aquí te ayudaremos con tu caso escríbenos por favor vía inbox para poderte brindar una asistencia personalizada quedamos a la espera saludos"," "
202006,"homa buenas tardes alicia ángel soy asesora se claro con gusto le ayudo en sus dudas le enviare un mensaje"," "
202006,"buen día maggie nos interesa conocer más sobre lo que nos comentas te invitamos a que nos escribas vía inbox por favor para que podamos ayudarte si lo necesitas estaremos a la orden saludos"," "
202006,"solo espero que no me estén cobrando mora después"," "
202006,"buenos días si deseas generar el pago de la factura para que no salgas de casa se ha habilitad la plataforma sv mipagoclaro com para generar el pago con tarjeta de crédito o débito o puedes llamar al 22505555 opción 1 4 saludos"," "
202006,"señores de claro por favor trabajen un poco más por mejorar la señal de esta compañía por ahorita esta malo el servicio que e contrato la señal por aquí esta malísima desde ayer esta solo en 3g y no puedo realizar nada desde mi teléfono"," "
202006,"hola buenas tardes salvador estamos interesados en verificar tu caso por este medio por favor envíanos un inbox con tus datos para ayudarte saludos"," "
202006,"no sirve mal caen a sólo que se termine mi contrato me retiro de esta señal que no sirve y lo peor que ni contestan"," "
202006,"buenos días yancy herrera te invitamos a contactarnos vía inbox para verificar lo sucedido con tu servicio lo antes posible quedamos al pendiente de tu mensaje es un placer atenderte saludos"," "
202006,"no tenemos señal"," "
202006,"queremos ayudarte escríbenos en privado para revisar tu servicio quedamos atentos saludos"," "
202006,"queremos ayudarte escríbenos en privado para revisar tu servicio quedamos atentos saludos"," "
202006,"hola quiero que halguien me ayude quiero pagar y no puedo"," "
202006,"hola puedes pagar tus facturas por medio de nuestro call center 90 o puedes realizarlo por medio de tarjeta de crédito o débito en nuestro sitio sv mipagoclaro com escríbenos en privado si posees algún inconveniente"," "
202006,"lobo negro mi nombre es jonathan gonzález soy asesor de agencia si gusta envíeme sus datos a whatsapp 78536771 para darle seguimiento a su caso"," "
202006,"buen día señores claro el salvadorpara consultas sobre cobro en facturas lo hacemos por mensaje o a través de llamada"," "
202006,"hola envíanos tu número de servicio por privado y lo verificamos con gusto saludos"," "
202006,"cristhian escalante buenas tardes con gusto le ayudo soy asesora de claro le enviare un mensaje"," "
202006,"alexa ortiz de coreas de acuerdo"," "
202006,"y para entregas de celulares que estaban en taller desde hace un mes no hay solución"," "
202006,"sary vásquez mi nombre es jonathan gonzález soy asesor de agencia si gusta envíeme sus datos a whatsapp 78536771 para darle seguimiento a su caso"," "
202006,"hola sary con gusto verificamos tu caso te hemos escrito en inbox para darle seguimiento quedamos a la espera de tus comentarios saludos"," "
202006,"yo no puedo pagar estemes nose si me va aparecer mora"," "
202006,"hola envíanos tu número de servicio por privado y lo verificamos con gusto saludos"," "
202006,"hay alguna agencia abierta"," "
202006,"kelly b saenz buenas tardes con gusto le ayudo soy asesora de claro le enviare un mensaje"," "
202006,"la señal está muy mala a cada momento me tira emergencia q ni llamar puedo"," "
202006,"quiciera saber si tendran alguna agencia abierta en soyapango quiero cancelar la cuota de cable pero no poseo tarjeta de crédito para cancelar en linea"," "
202006,"hola con el objetivo de ayudarte envíanos tus datos por medio de inbox quedamos a tus órdenes saludos"," "
202006,"todas las agencias están cerradas a nivel nacional también"," "
202006,"tengo problemas con mi linea fija no funciona"," "
202006,"no los cierra un viruz pero si una lluvia"," "
202006,"necesito cancelar mi servicio móvil ya sé vencido"," "
202006,"ni sirven me tarde una semana para que me llenaran el puto contrato para que me instalaran el cable y al final la respuesta que me dieron fue que les importaba cobrar primero antes de ir a mi casa aa instalar el cable"," "
202006,"queremos darle seguimiento a lo que nos comentas por favor escríbenos en privado"," "
202006,"eldahy soto mi nombre es jonathan gonzález soy asesor de agencia si gusta envíeme sus datos a whatsapp 78536771 para darle seguimiento a su caso"," "
202006,"queremos darle seguimiento a lo que nos comentas por favor escríbenos en privado"," "
202006,"necesito saber cuando abren"," "
202006,"hola buena tardes sary sánchez comentarte que por el momento no se tiene una fecha de apertura para las agencias por esta emergencia por lo que te invitamos a mantenerte al pendiente de los diferentes medios de comunicación para estar al tanto de cuando se estaría abriendo nuevamente gracias por tu comprensión"," "
202006,"nunca haran nada bien solo son publicidad varada saludos p"," "
202006,"hola cómo podemos ayudarte coméntanos en privado"," "
202006,"hola necesito saber como renovar el contrato ya que este lunes se nos vence y queremos seguir con el servicio"," "
202006,"hola buenos tardes en este momento te estamos brindando asistencia por inbox quedamos al pendiente de tu respuesta"," "
202006,"preocúpense por dar mejor senal a los clientes para que ellos se preocupen en pagarles también"," "
202006,"hola buenos tardes en este momento te estamos brindando asistencia por inbox quedamos al pendiente de tu respuesta"," "
202006,"hola ericks con gusto te hemos escrito en inbox para brindarte asistencia saludos"," "
202006,"llevan meses verificando mi caso y el servicio va de mal en peor pero para cobrar no se tardan ni un dia"," "
202006,"hola te invitamos a que nos escribas por medio de inbox para brindarte un seguimiento más personalizado feliz noche"," "
202006,"hola chris cruz con mucho gusto te ayudamos envíanos en inbox por favor el número para poder verificar el inconveniente quedamos a la espera saludos"," "
202006,"hola jorge con el objetivo de ayudarte escríbenos por medio de inbox quedamos a tus órdenes saludos"," "
202006,"como algo para pagar con mi cuenta bancaria"," "
202006,"hola peter buenas noches le estamos dando seguimiento a tu caso por inbox quedamos a la espera de tu respuesta saludos"," "
202006,"mi señal de cable no tiene señal"," "
202006,"hola george buenas noches le estamos dando seguimiento a tu caso por inbox quedamos a la espera de tu respuesta saludos"," "
202006,"desde ayer no tengo señal i e llamado i no me responden"," "
202006,"hola george esperamos tu respuesta por medio de inbox para el seguimiento de tu caso saludos"," "
202006,"george gonzales ni te van a responder viejo yo tengo 1 semana sin internet y no me dan respuesta"," "
202006,"buenas noches luis queremos saber mas de tu consulta por favor envía tus datos por inbox quedamos a tus ordenes saludos"," "
202006,"claro el salvador les e escrito toda la semana pasada y mo e recivido respuesta aun lo mismo me dicen"," "
202006,"de nuestra parte estamos en la disposición de poder ayudarte por favor escríbenos por medio de inbox con gusto te ayudaremos saludos"," "
202006,"george gonzales si tienen un servicio satelital por eso es que no tiene señal ya que por la nubosidad no pasa señal de satélite acordemonos que es satelital"," "
202006,"hola buenas noches maydeli daremos seguimiento a tu caso por medio de inbox estaremos al pendiente de tus comentarios saludos"," "
202006,"hola te invitamos a que nos escribas por medio de inbox para brindarte un seguimiento más personalizado feliz noche"," "
202006,"hola george buenas noches le estamos dando seguimiento a tu caso por inbox quedamos a la espera de tu respuesta saludos"," "
202006,"hola george esperamos tu respuesta por medio de inbox para el seguimiento de tu caso saludos"," "
202006,"buenas noches rebeca brindamos seguimiento a tu caso por medio de inbox saludos"," "
202006,"hola buenas noches rebeca brindamos seguimiento a tu caso por medio de inbox saludos"," "
202006,"abriran agencias mañana"," "
202006,"así o más descarados en la 40ntena tenía abierto"," "
202006,"no se puede terminar de hacer la compra en linea"," "
202006,"hola ernesto buenas noches estamos interesados en dar seguimiento a tu caso solicitamos que nos envíes tus datos vía inbox quedamos a la espera de tus mensajes saludos"," "
202006,"cuando abrirán"," "
202006,"buenas noches comentarte que nuestras agencias permanecerán cerradas hasta nuevo aviso mantente pendiente de nuestras publicaciones cualquier consulta puedes escribirnos vía inbox quedamos a tus ordenes saludos"," "
202006,"y para solicitar traslado de domicilio deberían de hacerlo en línea como lo hacen otras compañías con ésta situación no se puede andar saliendo a cada rato"," "
202006,"buenas noches es un gusto saludarte si deseas más información te invitamos a que nos escribas por inbox quedamos atentos saludos"," "
202006,"buenas noches señores claro llevo 2 días sin cable satelital supongo que al final del mes en mi factura se verá la compensación de los días no servidos así como yo pago puntual mis facturas que opinan usted señores siget"," "
202006,"aquí dicen que pueden ayudar"," "
202006,"hola buenas noches si estas presentando inconvenientes con nuestros servicios escríbenos por medio de inbox para que podamos ayudarte quedamos a tus órdenes saludos"," "
202006,"hola buenas noches si estas presentando inconvenientes con nuestros servicios escríbenos por medio de inbox para que podamos ayudarte quedamos a tus órdenes saludos"," "
202006,"francisco cruz canceley reporte el pago y se lo restablecen inmedito"," "
202006,"hola buenas noches comentarte que estamos brindando seguimiento por inbox saludos"," "
202006,"buenas noches es un gusto saludarte si deseas más información te invitamos a que nos escribas por inbox quedamos atentos saludos"," "
202006,"hi eso usted"," "
202006,"nesecito saber porq si hoy pague el cable porq me sale en el tele q la tarjeta ya expiró y aún no me reactivan la señal del cable"," "
202006,"hola con gusto le brindamos seguimiento a tu inconveniente vía inbox saludos"," "
202006,"hola con gusto le brindamos seguimiento a tu inconveniente vía inbox saludos"," "
202006,"claro de chalchuapa estara abiero mañana"," "
202006,"xf respondan"," "
202006,"soy estudiante y nesecito conprar un teléfono por que se me arruino el que tenia como are si cerraron todo"," "
202006,"hasta en internet ilimitado quitaron estos locos ya aparte que ni sirve la señal supuestamente 3g"," "
202006,"hola marco ortiz con gusto te ampliaremos las promociones vía inbox mantente al pendiente gracias"," "
202006,"buenas noches luis comentarte que el superpack de navegación ilimitada se brinda en fechas aleatorias no posee una fecha específica de lanzamiento te invitamos a estar atento de nuestros medios para que puedas realizar la compra el día que se encuentre disponible si presentas inconvenientes con nuestros servicios te invitamos a enviarnos la información por inbox para brindar un seguimiento más personalizado saludos"," "
202006,"buenas noches luis comentarte que el superpack de navegación ilimitada se brinda en fechas aleatorias no posee una fecha específica de lanzamiento te invitamos a estar atento de nuestros medios para que puedas realizar la compra el día que se encuentre disponible si presentas inconvenientes con nuestros servicios te invitamos a enviarnos la información por inbox para brindar un seguimiento más personalizado saludos"," "
202006,"surten i valla se del todo alamasmierda"," "
202006,"no deberían estar cobrando moras como lo han estado haciendo ya se sabe que debemos pagar pero debido a la emergencia no siempre se tiene disponibilidad para hacerlo antes de vencerse"," "
202006,"hola estrella con gusto le damos seguimiento a tu caso vía inbox quedamos a la espera de tu respuesta saludos"," "
202006,"hola buenos días envíanos tu número vía inbox para poder verificar tu caso quedaremos al pendiente"," "
202006,"así es aparte de todo eso el mes pasado el mismo que se venció ese mismo día me vino la factura y uno a veces puede pagar el día siguiente"," "
202006,"hola envíanos tu número de servicio por inbox y lo verificamos con gusto saludos"," "
202006,"aparte de mora quieren q uno pague d un solo 2 meses son aprovechados"," "
202006,"estamos a la espera de tu información para revisar tu caso quedamos atentos a tu mensaje en inbox saludos"," "
202006,"thelma valiente"," "
202006,"ya aburren serotes"," "
202006,"lo peor ni facturas mandan al correo pero bien que son buenos para cobrar interes"," "
202006,"hola alexander por favor escríbenos vía inbox con tus datos para ayudarte referente a tu comentario quedamos a la espera saludos"," "
202006,"hey claro dejen de poner la pantalla de aviso de cobro no han respetado lo que mando a decir el presidente"," "
202006,"algún número para yamar a claro chalchuapa tengo xblemas con mi cable"," "
202006,"por inbox te hemos compartido los detalles de tu reporte saludos"," "
202006,"hola buenos días carito gonsalez te pedimos nos puedas enviar las información de tu servicio vía inbox para brindarle seguimiento a u caso quedamos a la espera saludos"," "
202006,"la señal es mala todo el tiempo"," "
202006,"hola buenos días con gusto verificamos tu caso envíanos tus datos por inbox quedamos al pendiente de tus contactos"," "
202006,"no esten cobrando moras porq no emos pagado recibos"," "
202006,"hola con gusto por favor escríbenos en privado"," "
202006,"buenos días con el objetivo de ayudarte con lo que nos reportas envíanos por favor un inbox con tus datos y el numero del servicio quedamos a la espera saludos"," "
202006,"a mi siempre me cobran mora en mi recibo"," "
202006,"yo compré un paquete spress con la tarjeta para 8 días y no puedo llamar a nadie solo el inter me dieron"," "
202006,"claro ya perdió la cobertura"," "
202006,"buenas tardes alfonso estamos interesados en ayudarte por favor envíanos tus datos por medio de inbox estaremos atentos a tus comentarios saludos"," "
202006,"ami no me funciona ni el facebook carga"," "
202006,"no ay que recargar ni pagar nada ya"," "
202006,"cuando abrirán la agencia apopa"," "
202006,"buenos días con el objetivo de ayudarte con lo que nos reportas envíanos por favor un inbox con tus datos y el numero del servicio quedamos a la espera saludos"," "
202006,"hola envíanos tu número de servicio por inbox y lo verificamos con gusto saludos"," "
202006,"y de que sirve q pongan canales donde lo pueden atender si el 75 que e solicitado ayuda no me responde o solo me dejan con el numero de regencia con la que fue solicitado el caso"," "
202006,"estamos en la disposición de ayudarte déjanos un inbox con los datos de tu caso para poder revisarlo por este medio quedaremos al pendiente saludos"," "
202006,"yo ya voy pagando 2 meses con mora 1 por tiendas cerradas y 2 por lo del número de dui"," "
202006,"buenas tardes es un gusto saludarte si deseas más información te invitamos a que nos escribas por inbox quedamos atentos saludos"," "
202006,"dos días sin cable para cobrar son número uno"," "
202006,"buenas tardes alexandra con el objetivo de ayudarte envíanos tus datos por medio de inbox quedamos a tus órdenes saludos"," "
202006,"buenas tardes alexandra con el objetivo de ayudarte envíanos tus datos por medio de inbox quedamos a tus órdenes saludos"," "
202006,"buenas tardes"," "
202006,"yo desde ayer sin internet en mi casa ay trabajos que aser parciales y voy estar pagando de porgusto sin internet y las facturas ay bienen puntuales y con el mismo cobro espero y me ayude ya lo reporte me dijieron ke hoy vendrian y no vienen"," "
202006,"hola elizabeth con gusto le damos seguimiento a tu caso vía inbox quedamos a la espera de tu respuesta saludos"," "
202006,"no sive la señal para nada ni en llamadas y ni internet"," "
202006,"con gusto revisamos el caso por este medio déjanos los datos del servicio y el lugar afectado en inbox quedaremos atentos a la información saludos"," "
202006,"con gusto revisamos el caso por este medio déjanos los datos del servicio y el lugar afectado en inbox quedaremos atentos a la información saludos"," "
202006,"también deberían de cerrar los distribuidores no solo las agencias propias"," "
202006,"y uno que no tiene acceso a tarjeta de débito cómo va hacer para cancelar si sus tiendas están cerradas y uno quiere pagar para evitarse mora y no se puede cancelar"," "
202006,"hola josé miguel buenas tardes te comentamos que las agencias que mencionas no se encuentran opera"," "
202006,"hola josé miguel buenas tardes te comentamos que las agencias que mencionas no se encuentran opera"," "
202006,"y después cobrar interés al pago de cable"," "
202006,"hola buenas tardes es un gusto poder saludarte mencionarte que con gusto brindaremos un seguimiento más personalizado a tu caso te invitamos puedas escribirnos vía inbox quedamos a la espera de tus comentarios saludos"," "
202006,"yo quisiera que me ayudara o me explique como pagar mi servicio de cable satelital por que siempre me dice que no tengo facturas pendientes"," "
202006,"hola alessandro con gusto te ayudamos por favor envíanos los datos de tu servicio por medio de inbox y validaremos la facturación quedamos al pendiente"," "
202006,"claro el salvador y nos van a cobrar cuatro dólares de mora por no pagar el día que toca como si fuera culpa nuestra me imagino"," "
202006,"hola buenas tardes es un gusto poder saludarte mencionarte que con gusto brindaremos un seguimiento más personalizado a tu caso te invitamos puedas escribirnos vía inbox quedamos a la espera de tus comentarios saludos"," "
202006,"buenas tardes es un gusto saludarte si deseas más información te invitamos a que nos escribas por inbox quedamos atentos saludos"," "
202006,"que precio tiene el huawei y7"," "
202006,"que mal también en mi k so pago línea de cel los mega se acaban lijero y para las tareas de la universidad necesito más megas y optamos en poner navegación ilimitada que antes era martes viernes y sábado y ahora solo son dos días claro en lugar de ayudar también ya están igual que los de la asamblea"," "
202006,"hola alexandra buenas tardes si presentas alguna irregularidad con el servicio escríbenos vía inbox para verificar el caso quedamos atentos a tu respuesta saludos"," "
202006,"mal servicio no prestan asistencia técnica"," "
202006,"se me vence 5 ese dia no me toca salir saber si cobran mora x pago tardio"," "
202006,"hola buenas noches jazmin que gusto saludarte te invitamos que nos escribas a través de inbox para verificar tu caso a la vez comentarte que puedes generar el pago en sv mipagoclaro com sin salir de casa quedamos a tus órdenes saludos"," "
202006,"pero sino pago el 5 se me vence la factura me van a cortar el internet y no les puedo pagar online solo efectivo como haríamos en ese caso el detalle es que no quiero que me corten el internet"," "
202006,"quisiera saber cuántos días tengo para anular mi contrato después del día estipulado y si tengo que llegar a la agencia o lo llaman"," "
202006,"buenas noches es un gusto saludarte si deseas más información te invitamos a que nos escribas por inbox quedamos atentos saludos"," "
202006,"buenas noches es un gusto saludarte si deseas más información te invitamos a que nos escribas por inbox quedamos atentos saludos"," "
202006,"que mal servicio parece un robo por que se paga por un servicio no recibido tengo varios días sin línea nunca solucionan"," "
202006,"hola rosario con gusto le damos seguimiento a tu caso vía inbox quedamos a la espera de tu respuesta saludos"," "
202006,"como se puede pagar dos mese si en la red solo aparece uno"," "
202006,"hola noemy buenas noches le estamos dando seguimiento a tu caso por inbox quedamos a la espera de tu respuesta saludos"," "
202006,"hola noemy buenas noches le estamos dando seguimiento a tu caso por inbox quedamos a la espera de tu respuesta saludos"," "
202006,"desde aller en la noche se fue la señal del wi fi y ahora tampoco tengo quisiera q areglara eso"," "
202006,"buenos días te estamos brindando seguimiento vía inbox quedamos atentos a tus comentarios saludos cordiales"," "
202006,"el mismo caso y no ayudan por gusto uno va al dia con los pagos"," "
202006,"por inbox te estamos brindando seguimiento saludos"," "
202006,"hola con el objetivo de ayudarte envíanos tus datos por medio de inbox quedamos a tus órdenes saludos"," "
202006,"lizette alvarado buenas noches mi nombre es eliza y soy gestor de agencia claro con gusto puedo darle seguimiento a su caso me podría enviar la información de su servicio via inbox"," "
202006,"yese garcía buenas noches mi nombre es eliza y soy gestor de agencia claro con gusto puedo darle seguimiento a su caso me podría enviar la información de su servicio via inbox"," "
202006,"hola con gusto por favor escríbenos en privado"," "
202006,"tengo una cuñada q tiene 3 semanas de no tener la señal cable claro y no se xq se la cortaron si el presidente dijo q no se iban a pagar facturas por la crisis q se vive"," "
202006,"buenos días estamos interesados en ayudarte por favor envíanos tus datos por medio de inbox estaremos atentos a tus comentarios saludos"," "
202006,"no me dan respuesta de nada"," "
202006,"por inbox te estamos brindando seguimiento saludos"," "
202006,"hola buenos dias q siera saver si asen el renbolso de los paquetes q lecobran con debit y no selos activan ya mepaso cuatro veces en miclaro"," "
202006,"buen día envíanos tu número por inbox para verificar y solventar lo que nos comentas estaremos a la espera saludos"," "
202006,"buenas tardes es un gusto saludarte si deseas más información te invitamos a que nos escribas por inbox quedamos atentos saludos"," "
202006,"miren señores desde ya más de 10 días no tengo señal de cable de supone que no pueden cortar el servicio lo raro que la caja de cable enciende pero no da señal de ningún tipo no da imagen llevo días queriendo contactarme con ustedes y nadie me responde ni soluciona nada aparte tengo meses me están cobrando recargo por atraso de pago lo cual no debe ser así"," "
202006,"el internet está inestable"," "
202006,"buenos tardes estamos interesados en verificar tu caso por favor escríbenos por medio de inbox con tus datos personales estaremos atentos a tus comentarios saludos"," "
202006,"buenos tardes estamos interesados en verificar tu caso por favor escríbenos por medio de inbox con tus datos personales estaremos atentos a tus comentarios saludos"," "
202006,"necesitamos con urgencia la reparación del internet en la san josé 2 de soyapango no están regalando el servicio"," "
202006,"hola buenas noches si estas presentando inconvenientes con nuestros servicios envíanos tus datos por medio de inbox para que podamos ayudarte quedamos a tus órdenes saludos"," "
202006,"desde el sábado no tenemos cable soll dicen que y esta reportado y no ll arreglan"," "
202006,"buenos días ya hice mi reporte porque tengo 2 días sin internet y no hay respuesta el mes pasado ocurrió lo mismo y tardaron también en repararlo el recibo ya vino y no hacen ningún descuento por los días que uno pasa sin servicio yo se que es por el mal tiempo pero muy mal servicio"," "
202006,"esperamos ayudarte en el menor tiempo posible pero debes enviarnos un inbox junto tu número feliz día"," "
202006,"esperamos ayudarte en el menor tiempo posible pero debes enviarnos un inbox junto tu número feliz día"," "
202006,"señores de claro yo me atrase unos días para cancelar el recibo y resulta que están cobrando mora cuando el gobierno dijo que no nos iban aplicar mora por retraso"," "
202006,"buenas tardes estamos interesados en ayudarte por favor envíanos tus datos por medio de inbox estaremos atentos a tus comentarios saludos"," "
202006,"hola buenas aquí en casa esta fallamdo el internet nos pueden ayudar con eso xfavor"," "
202006,"chelitta pineda pineda le mande imbox"," "
202006,"stanley giovanni lopez barrera ok pwro no puedo entrar a esa pajina"," "
202006,"hola buenas tardes chelitta pineda es un gusto poder saludarte estamos brindando seguimiento a tu consulta vía inbox estaremos a la esperade tus comentarios"," "
202006,"si demasiado pesimo el servicio al rato mejor los cambio por otra compañía"," "
202006,"queremos darle seguimiento a lo que nos comentas por favor escríbenos en privado"," "
202006,"queremos darle seguimiento a lo que nos comentas por favor escríbenos en privado"," "
202006,"ana yanelin rivas benitez imbox o whatsapp al 78026963"," "
202006,"vaya señores de claro sus empleados son unos mentirosos ya que ellos habian cerrado los casos diciendo que ya habían reparado ayer se habló nuevamente y eso nos dijeron en atención al cliente vamos por el quinto caso y nada que tenemos que irnos a otras instancias para que hagan algo"," "
202006,"como que está cerradas si tengo que pagar el recivo yo no voy aoagar mora ni aceptar que me quiten el servicio por inresponsabilidad que se les da de cerrar no toda la gente puede pagar con tarjeta seen conciente"," "
202006,"muy buenas tardes quiero saber dónde puedo pagar unas facturas en qué lugar"," "
202006,"muy buenas tardes quiero saber dónde puedo pagar unas facturas en qué lugar"," "
202006,"buen día que paquetes tienen en casa claro gracias"," "
202006,"marco ortiz inbox"," "
202006,"mayra de león y inbox"," "
202006,"tenemos problemas con el servicio cuando lo irán a restablecer"," "
202006,"buenos días estamos interesados en ayudarte por favor envíanos tus datos por medio de inbox estaremos atentos a tus comentarios saludos"," "
202006,"enmanuel florentino buenas tardes mi nombre es eliza y soy gestor de agencia claro con gusto puedo darle seguimiento a su caso me podría enviar la información de su servicio via inbox"," "
202006,"buenos días que paquetes tienen de cable e internet residencial"," "
202006,"claudita guerrero no sirve él cable ase mas de 15 días no hay señal"," "
202006,"hola claudita buenos días contamos con diferentes paquetes de cable e internet residencial que pueden ser de tu interés para brindarte una asistencia a tu solicitud te pedimos por favor nos escribas vía inbox quedamos a la espera saludos"," "
202006,"claudita guerrero imbox o whatsapp al 78026963"," "
202006,"queremos ayudarte escríbenos en privado para revisar tu servicio quedamos atentos saludos"," "
202006,"maricelitha muñoz buenas tardes mi nombre es eliza y soy gestor de agencia claro con gusto puedo darle seguimiento a su caso me podría enviar la información de su servicio via inbox"," "
202006,"eliza alvarenga asé mas de 15 días m estandisiendo lo mismo lo q are es dar de baja él clave porq no voy apagar x algo q no sirve"," "
202006,"quedamos a la espera de los datos de tu servicio por inbox para poder ayudarte cuanto antes saludos"," "
202006,"claudita guerrero inbox"," "
202006,"bueno no quieren que les pague las 4 facturas no responden ya les escribí no modo hoy no pago nada y como e guardado los mensajes no vayan a salir que me van a cobrar mora"," "
202006,"buenos días estamos interesados en ayudarte por favor envíanos tus datos por medio de inbox estaremos atentos a tus comentarios saludos"," "
202006,"hola con el objetivo de ayudarte envíanos tus datos por medio de inbox quedamos a tus órdenes saludos"," "
202006,"queremos ayudarte escríbenos en privado para revisar tu servicio quedamos atentos saludos"," "
202006,"buenas tardes el cable desde ayer no tengo y hoy no esta ni lloviendo necesito ayuda con eso gracias"," "
202006,"en ese precio esta ese alcatel"," "
202006,"arely hernández buenas tardes mi nombre es eliza y soy gestor de agencia claro con gusto puedo darle seguimiento a su caso me podría enviar la información de su servicio via inbox"," "
202006,"yo quisiera saber q planes de teléfonos tienen ahora yo quiero renovarlo y que clase de teléfonos me avisan por favor"," "
202006,"buenas tardes desde ayer no tenemos servicio de cable e internet en colonia miralvalle cuando estará resuelto"," "
202006,"hola buenas tardes nos interesa conocer los detalles sobre lo que nos comentas envíanos tus datos por inbox por favor estaremos a la espera saludos cordiales"," "
202006,"claudia bonilla buenas tardes con gusto puedo darle seguimiento a su caso me podría enviar la información de su servicio via inbox"," "
202006,"hola buenas tardes nos interesa conocer los detalles sobre lo que nos comentas envíanos tus datos por inbox por favor estaremos a la espera saludos cordiales"," "
202006,"que agencias estan abiertas"," "
202006,"marjorie monge le deje inbox"," "
202006,"hola buenos días te comentamos que por el momento todas nuestras agencias están cerradas debido a la emergencia nacional por favor mantente al pendiente de nuestros principales canales de comunicación o redes sociales quedamos a tus ordenes saludos"," "
202006,"hola marco ortiz con gusto te ampliaremos las promociones vía inbox mantente al pendiente gracias"," "
202006,"por dios tengo horas esperando una respuesta d porque no tengo servicio de cable en zona rábida no a habido problemas porfa den solución no es posible"," "
202006,"hola liss estamos en la toda la disposición de ayudarte con todo gusto te apoyaremos por este medio con el inconveniente que nos comentas podrías indicarnos tus datos del servicio vía inbox por favor"," "
202006,"tengo problemas con la red claro ahora y ayer no he tenido señal claro quisiera saber cuando se sulucionara"," "
202006,"buenas noches estamos interesados en verificar tu caso por favor escríbenos por medio de inbox con tus datos personales estaremos atentos a tus comentarios saludos"," "
202006,"buenas noches estamos interesados en verificar tu caso por favor escríbenos por medio de inbox con tus datos personales estaremos atentos a tus comentarios saludos"," "
202006,"los celulares en linia vienen liberados"," "
202006,"buenas noches hernández es un gusto saludarte comentarte que si vienen liberados saludos"," "
202006,"buenas noches hernández es un gusto saludarte comentarte que si vienen liberados saludos"," "
202006,"estoy muy poco conforme con el servicio dado el dia de antier y hoy porque todo el dia no tuve activado el internet móvil soy cliente prepago por ende tengo derecho garantizado al servicio porque lo he pagado de manera anticipada soy de la zona de los naranjos y espero que esto no se este repitiendo en futuros dias y mucho menos por ordenes de jefes de estado que no toleran la critica yo tengo derecho constitucional a la libre expresion por cual medio y si se los menciono es porque yo interpuse una demanda en contra de tigo la cual la gane sin necesidad de abogado hoy con el uso debido de la defensoría del consumidor y la siget puedo hacer un uso mejorado de mis derechos y las leyes que protegen mis derechos constitucionales al libre uso de las redes sociales tigo hace 2 años estuvo bloqueando el vpn de la terminal de mi teléfono celular y lo cual ya lo tengo comprobado contra la señal de ustedes porque en el momento que me bloquean el numero que tengo en uso de manera regular le pongo otro chip de claro al mismo telefono y le pongo un paquete de datos y navego de manera normal asi que por favor dejen de bloquearme el servicio que adquiero o interpondre una demanda formal ante la fiscalia y la siget con asesoria de la defensoria del consumidor que notificados formal mente mediante esta queja por escrito pinches putos"," "
